Price,Close,High,Low,Open,Volume
Ticker,NVDA,NVDA,NVDA,NVDA,NVDA
Date,,,,,
2022-02-14,24.226709365844727,24.83369969708943,23.71555841057645,23.894262067500325,440424000
2022-02-15,26.451005935668945,26.500922149081894,24.74284660647157,24.90757163407949,699869000
2022-02-16,26.466983795166016,26.537866965853834,25.509576376590644,26.21540328445348,732676000
2022-02-17,24.466310501098633,25.742188489947967,24.124879275099264,25.58744515408169,810595000
2022-02-18,23.602745056152344,24.944513343436252,23.06164517495329,24.627040558027012,761255000
2022-02-22,23.351163864135742,24.024044576695577,22.961812008973915,22.99675374447912,633422000
2022-02-23,22.349828720092773,24.114894762773204,22.263972973204215,23.762480228980326,566511000
2022-02-24,23.708568572998047,23.76048227912368,20.855314126890256,20.980106579835613,735801000
2022-02-25,24.116891860961914,24.176791710137138,23.342181178525813,23.68161683082187,528866000
2022-02-28,24.344511032104492,24.62404680167832,23.667637295528454,23.95216392519215,477319000
2022-03-01,23.438018798828125,24.33652598998969,23.09359231167068,24.250668339961535,412056000
2022-03-02,24.18390655517578,24.37262598823638,23.380107769790033,23.720599213830766,389642000
2022-03-03,23.67865753173828,24.289744923939278,23.434021839932374,24.225839227303616,365095000
2022-03-04,22.901823043823242,23.644713863976815,22.448499093638162,23.34915541680371,431415000
2022-03-07,21.32017707824707,22.998673440750736,21.298210506121205,22.782993850535895,450821000
2022-03-08,21.4819393157959,22.339658469044437,20.619226547130868,21.277244887363725,557467000
2022-03-09,22.97970199584961,23.185394367769312,22.213844863846813,22.353635611315923,492742000
2022-03-10,22.624235153198242,22.754040584396947,21.84939060205411,22.497423605794957,428066000
2022-03-11,22.067066192626953,23.110508973479302,22.01314581208539,22.987691175359625,367209000
2022-03-14,21.298213958740234,22.228824300105835,21.127469255250418,21.836410299118032,385354000
2022-03-15,22.938764572143555,23.003668240603968,21.290225867496503,21.485932929645983,491996000
2022-03-16,24.459495544433594,24.56034486331442,23.137469206995515,23.46497952691432,671422000
2022-03-17,24.729095458984375,24.804980515668674,23.870376386622226,24.084058193369994,471941000
2022-03-18,26.413576126098633,26.529404378396535,24.58730332281658,24.762041757956382,730719000
2022-03-21,26.69415855407715,27.111536797188958,25.928301387968048,26.46749755994307,591727000
2022-03-22,26.484472274780273,27.197408923630146,26.033146211524897,26.687168866498787,547007000
2022-03-23,25.595800399780273,26.572341697060686,25.53688830770324,26.0870658845111,502120000
